Geneid,Annotation w/o NA,PFAM,Control,Control,Control,Heat,Heat,Heat
g532,DUF177,Spo12,0,0,0,0,0,0
g533,DsbD_2,Str_synth,0,0,0,0,0,0
g534,g534,Pept_tRNA_hydro,13,55,24,11,5,18
g535,NAD_binding_8,Ribosomal_L1,0,0,0,0,0,0
g536,Chitin_bind_1,peroxidase,46,19,27,5,0,14
g537,Sas10_Utp3,DUF4005,0,0,0,0,0,0
g538,Foie-gras_1,Glyco_hydro_9,0,0,0,0,0,0
g539,Enkurin,Glyco_hydro_19,44,60,81,152,99,114
g540,g540,Calreticulin,1,0,1,18,10,9
g541,g541,mTERF,0,0,6,6,0,0
g542,g542,zf-RING_11,85,34,48,103,39,162
g543,Annexin,CBFD_NFYB_HMF,105,183,154,77,18,36
g544,Polyketide_cyc2,Lipocalin_2,0,0,0,0,0,0
g545,Snf7,Kinesin,0,0,0,0,0,0
g546,g546,MFS_5,110,82,151,193,84,176
g547,g547,PolyA_pol,260,264,335,420,209,313
g548,g548,PGP_phosphatase,0,0,0,0,0,0
g549,g549,DUF3754,47,12,9,54,16,28
g550,g550,Exostosin,0,0,0,0,0,3
g551,g551,-,218,123,154,448,331,392
g552,g552,zf-RING_2,49,50,61,211,147,225
g553,g553,PP2C,4,6,8,10,0,0
g554,g554,Abi,632,518,818,525,247,475
g555,UQ_con,UDPGP,10,12,6,2,0,2
g556,Fasciclin,DNA_pol3_delta2,0,0,0,0,0,0
g557,g557,-,0,0,0,0,0,0
g558,g558,Myb_DNA-binding,0,0,0,0,0,0
g559,DUF547,Myb_DNA-bind_4,389,472,408,325,230,542
g560,APG12,DAGAT,16,39,34,48,33,14
g561,Methyltransf_29,Plant_tran,156,3389,4092,610,1451,226
g562,Tmemb_14,Asp_protease,7,0,0,25,17,6
g563,DNA_methylase,AAA,551,66,72,714,220,749
g564,g564,RRM_1,113,13,16,266,114,207
g565,g565,TRAM_LAG1_CLN8,0,0,0,10,17,0
g566,IBR,Methyltransf_29,0,0,0,0,0,0
g567,FAD-oxidase_C,peroxidase,223,196,163,2,43,62
g568,g568,ABC2_membrane,0,0,0,0,0,0
g569,g569,DNA_gyraseB,0,0,0,0,0,0
g570,g570,PHM7_cyt,3,4,3,8,26,28
g571,Methyltransf_16,Aminotran_4,18,26,39,6,6,24
g572,g572,AAA,0,0,0,0,0,0
g573,Glyco_transf_43,ZF-HD_dimer,16,2,3,18,2,22
g574,DPBB_1,-,180,311,219,363,362,476
g575,DPBB_1,Ank_2,0,0,0,0,0,0
g576,g576,TPR_1,0,3,5,2,0,4
g577,NB-ARC,PSS,0,0,0,0,0,0
g578,RabGAP-TBC,Pyridoxal_deC,0,2,0,0,0,0
g579,g579,Pyridoxal_deC,328,266,242,1928,2092,1084
g580,g580,-,0,0,0,0,0,0
g581,PA,An_peroxidase,395,563,722,541,503,446
g582,LRR_4,Hexapep,0,0,0,0,0,0
g583,Ribosomal_L29,-,0,0,0,0,0,0
g584,Dpy-30,UQ_con,85,70,68,59,60,125
g585,DUF3537,DUF778,344,213,228,273,213,264
g586,g586,F-box,1277,817,793,736,788,1074
g587,g587,NAD_binding_11,0,0,0,0,0,0
g588,g588,B3,0,0,0,0,0,0
g589,HGTP_anticodon,B3,77,85,71,351,247,216
g590,g590,Lipase_GDSL,408,589,630,624,418,867
g591,g591,TAL_FSA,0,0,0,0,0,0
g592,UCR_hinge,UbiA,0,0,0,0,0,0
g593,g593,Peptidase_A22B,0,0,0,0,0,0
g594,UCR_hinge,Glyco_transf_28,0,0,0,0,0,0
g595,EGF_2,An_peroxidase,0,0,0,0,0,0
g596,DUF229,DUF3455,0,0,0,0,0,0
g597,Y_phosphatase,peroxidase,0,0,0,0,0,0
g598,g598,peroxidase,10,17,44,0,0,0
g599,BSD,peroxidase,17,118,74,0,0,4
g600,SRPRB,-,0,33,10,0,0,0
g601,Mito_carr,adh_short,0,0,0,0,0,0
g602,g602,DP,83,144,134,98,157,142
g603,g603,Longin,377,457,910,115,85,163
g604,V_ATPase_I,Lipase_3,0,0,0,0,0,0
g605,g605,zf-CCHC,0,0,0,0,0,0
g606,g606,ubiquitin,0,0,0,0,0,0
g607,HSP70,Acetyltransf_CG,0,0,0,0,0,0
g608,g608,-,2,0,4,51,31,100
g609,g609,Fasciclin,1,0,0,0,0,0
g610,g610,XS,0,0,0,0,0,0
g611,HTH_Tnp_Tc5,SNARE,0,0,0,0,0,0
g612,COPI_assoc,PPR,48,211,315,93,86,70
g613,O-FucT,DNA_pol_A_exo1,0,0,0,0,2,0
g614,MatE,DAO,64,55,56,24,0,19
g615,TPT,Methyltransf_11,0,0,0,0,0,0
g616,Lipoxygenase,PTCB-BRCT,0,0,0,0,0,0
g617,Lipoxygenase,GFO_IDH_MocA,0,0,2,0,0,0
g618,g618,TAF1_subA,0,0,0,0,0,0
g619,Pyrophosphatase,-,19,13,10,7,2,12
g620,Tom22,HTH_Tnp_Tc5,0,0,0,6,0,2
g621,Pkinase,GAF,430,203,255,323,178,457
g622,g622,LysM,0,4,0,10,0,0
g623,g623,LysM,220,25,133,335,408,265
g624,Aldedh,CCT,3345,689,1637,3533,4008,2829
g625,g625,DUF4939,0,0,0,8,2,0
g626,EamA,Peptidase_A2E,0,0,0,0,0,3
g627,Inhibitor_I9,WD40,8,7,2,37,4,8
g628,SRP68,PHD,2,10,26,3,0,7
g629,g629,DUF4939,0,0,1,7,0,0
g630,zf-RING_2,WD40,0,4,2,24,6,10
g631,g631,-,11,0,5,43,21,45
g632,DUF1218,PHD,0,0,4,2,2,0
g633,g633,Ribosomal_S4,0,0,6,5,0,1
g634,g634,HSP20,21,7,26,81,67,36
g635,g635,Ribosomal_S19,0,0,0,0,0,1
g636,F-box,-,4,0,0,6,12,12
g637,g637,ATE_C,0,0,4,30,0,2
g638,LEA_2,-,2,6,14,6,2,2
g639,g639,-,243,827,503,262,376,235
g640,g640,PAP2,0,0,0,0,0,0
g641,Inhibitor_I9,Pectinesterase,87,73,133,197,162,192
g642,g642,DnaJ,27,45,74,65,59,67
g643,WD40,ACBP,0,0,0,0,0,0
g644,Stig1,Pex2_Pex12,0,0,0,0,0,0
g645,Stig1,p450,0,0,0,0,0,0
g646,LRRNT_2,Lysine_decarbox,0,0,0,6,0,0
g647,g647,DnaJ,0,0,0,0,0,0
g648,LRRNT_2,Auxin_inducible,0,0,0,21,0,1
g649,g649,Glyco_hydro_19,0,0,0,0,0,0
g650,LRRNT_2,BK_channel_a,0,0,0,0,0,12
g651,LRR_8,DUF1068,26,42,29,57,14,30
g652,Dirigent,WD40,17,10,10,47,33,25
g653,DUF72,DUF1442,615,1361,2490,1101,1041,877
g654,Ank_2,-,0,0,0,0,0,0
g655,DnaJ,CTP_transf_like,0,0,0,0,0,0
g656,DUF641,Citrate_synt,0,0,0,0,0,0
g657,BAG,UQ_con,207,60,77,381,367,275
g658,g658,EF_TS,0,0,0,4,0,0
g659,Auxin_inducible,EF_TS,0,0,1,0,0,2
g660,g660,p450,7,3,11,4,4,0
g661,g661,Myb_DNA-bind_4,0,0,0,0,0,0
g662,g662,Nramp,0,0,0,2,0,0
g663,g663,FAD_binding_4,0,0,0,0,2,0
g664,g664,IFT57,10,18,6,12,0,26
g665,HATPase_c,-,19,18,11,34,0,46
g666,Arf,Chloroplast_duf,0,0,0,4,0,0
g667,tRNA_deacylase,Peptidase_S10,789,1566,1498,1063,793,1076
g668,EFG_C,-,0,2,0,9,0,4
g669,zf-RING_2,GST_C_6,68,49,50,55,18,89
g670,g670,Glyoxalase,35,28,11,28,36,64
g671,AP2,Pectinesterase,0,0,0,0,0,2
g672,g672,Pro_isomerase,38,44,48,11,3,21
g673,g673,Glyco_transf_92,21,68,62,17,13,41
g674,g674,Phosphoesterase,159,67,94,138,60,181
g675,LRR_4,FMN_red,66,41,46,27,9,21
g676,g676,Pkinase,0,0,0,0,0,3
g677,g677,Mitofilin,0,4,2,3,7,0
g678,g678,WD40,636,404,453,159,74,272
g679,g679,Glyco_hydro_1,5,7,30,13,0,0
g680,adh_short_C2,WD40,2,3,5,0,0,0
g681,g681,-,14,30,10,253,143,138
g682,Aldo_ket_red,Chitin_bind_1,0,0,0,0,0,0
g683,g683,RVT_2,13,6,37,430,515,790
g684,Ribosomal_L44,RVT_2,590,1302,1153,1139,704,716
g685,g685,DBC1,0,0,0,0,0,0
g686,F-box,Glyco_hydro_100,0,0,0,0,0,0
g687,N6_N4_Mtase,Cu_bind_like,0,1,4,0,0,0
g688,Abhydrolase_1,Polyketide_cyc2,0,0,0,0,0,0
g689,Proteasome,Trehalose_PPase,0,0,0,0,0,0
g690,DUF3474,APG5,0,0,0,0,0,0
g691,g691,Peptidase_A22B,0,0,0,0,0,0
g692,g692,MBOAT_2,0,0,0,0,0,0
g693,DUF4033,GDPD,0,0,0,0,0,0
g694,BTB,Pro_isomerase,0,0,0,0,0,0
g695,g695,CLAMP,0,0,0,0,0,0
g696,g696,AAA,0,0,0,0,0,0
g697,PsbP,DAGK_cat,0,0,0,0,0,0
g698,Chloroa_b-bind,eIF-3_zeta,0,0,0,0,0,0
g699,ABC2_membrane,PIG-P,0,0,0,0,0,0
g700,g700,Chlorophyllase2,0,0,0,0,0,0
g701,Chloroa_b-bind,RVT_1,4,0,0,0,0,5
g702,g702,DUF4219,0,0,0,0,0,0
g703,g703,RVT_1,0,0,0,0,0,0
g704,OPT,DUF4283,0,0,0,0,0,0
g705,POT1,Asp_protease_2,0,0,0,0,0,0
g706,Helicase_C,Asp_protease_2,0,0,0,0,0,0
g707,ELFV_dehydrog,ATHILA,0,0,0,0,0,0
g708,g708,CBS,0,0,0,0,0,0
g709,FHA,CBS,0,0,0,4,0,0
g710,g710,Glyco_hydro_17,0,0,0,0,0,0
g711,Cullin,CcmH,0,0,0,0,0,0
g712,g712,PhoPQ_related,0,0,0,13,4,0
g713,Bromodomain,Exostosin,0,0,1,0,0,0
g714,Exostosin,DUF4283,0,0,0,0,0,0
g715,g715,DNA_methylase,0,0,0,0,0,0
g716,g716,TFIID_NTD2,0,0,0,0,0,0
g717,g717,Chal_sti_synt_C,0,0,0,0,0,0
g718,g718,MAM33,0,0,0,0,0,0
g719,Pro_isomerase,Abhydrolase_6,0,0,0,0,0,0
g720,g720,SPRY,0,0,0,0,0,0
g721,Epimerase,Abhydrolase_1,0,0,0,0,0,0
g722,DUF547,DUF716,0,0,0,0,0,0
g723,g723,Cir_N,0,0,0,0,0,0
g724,Pkinase_Tyr,2OG-FeII_Oxy_3,0,0,0,0,0,0
g725,GST_C_2,Histone,0,0,0,0,0,0
g726,41701,SAM_2,0,0,0,0,0,0
g727,41701,RVT_1,0,0,0,0,2,0
g728,g728,LRRNT_2,0,0,0,0,0,0
g729,HTH_Tnp_Tc5,RRM_DME,0,0,0,0,0,0
g730,41701,Sec16,0,6,0,0,0,0
g731,41701,Sec16,0,0,7,0,0,0
g732,Thioredoxin,Peptidase_A2B,0,0,0,2,0,2
g733,ubiquitin,DUF4283,0,2,0,2,0,0
g734,TerC,Peptidase_C97,4,4,11,4,2,4
g735,g735,CCT,1,2,5,7,3,1
g736,g736,Baculo_F,0,0,0,0,0,0
g737,Kin17_mid,GATase_7,0,0,0,0,0,0
g738,g738,Metallophos,49,84,48,84,24,69
g739,g739,HTH_Tnp_Tc5,0,0,0,0,0,0
g740,g740,DDE_1,0,0,0,0,0,0
g741,g741,Baculo_F,0,0,0,0,0,0
g742,XG_FTase,-,0,0,0,0,0,0
g743,g743,DUF2993,0,0,0,0,0,0
g744,g744,HORMA,0,0,0,0,0,0
g745,g745,HORMA,0,0,0,0,0,0
g746,PPR,Ribosomal_S24e,0,0,0,0,0,0
g747,zf-C2H2,-,0,0,0,0,0,0
g748,g748,Lectin_legB,0,0,0,0,0,0
g749,Nucleotid_trans,PPR,0,0,0,0,0,0
g750,DPBB_1,Ribosomal_L21e,0,0,0,0,0,0
g751,g751,CRAL_TRIO_2,0,0,0,0,0,0
g752,DUF2389,AA_permease_2,0,0,0,0,0,0
g753,g753,Ribosomal_L21e,0,0,0,0,0,0
g754,g754,CRAL_TRIO_2,0,0,0,0,0,0
g755,HLH,AA_permease_2,0,0,0,0,0,0
g756,g756,DUF2647,0,0,0,0,0,0
g757,g757,-,0,0,0,0,0,0
g758,g758,-,0,0,0,0,0,0
g759,Kinesin,N6_N4_Mtase,0,0,0,0,0,0
g760,g760,Exostosin,0,0,0,0,0,2
g761,PG_binding_1,Plant_tran,0,0,0,0,0,0
g762,Glyco_transf_8,NAM-associated,0,0,0,0,0,0
g763,g763,DUF1929,0,0,0,0,0,0
g764,g764,tRNA-synt_2,0,0,0,0,0,0
g765,g765,CTP_synth_N,0,0,0,0,0,0
g766,Sugar_tr,HSP70,0,0,0,0,0,0
g767,g767,RRM_1,0,0,0,0,0,0
g768,FA_desaturase,O-FucT,0,0,0,0,0,0
g769,SKIP_SNW,MMR_HSR1,0,0,0,2,0,0
g770,GNT-I,DUF707,6,0,5,25,34,10
g771,LRR_8,SSXT,0,0,0,0,2,0
g772,FH2,Sec8_exocyst,123,42,100,135,217,76
g773,g773,HMGL-like,1066,5686,5084,1279,1881,1136
g774,Alpha_kinase,Glyco_hydro_85,0,0,0,0,3,0
g775,RMI1_C,AMMECR1,0,0,0,0,0,1
g776,g776,DUF92,2,15,22,2,0,18
g777,DUF3453,Ribosomal_L4,111,37,38,27,12,37
g778,Cnd1,Isy1,13,28,14,56,30,38
g779,Glyco_transf_4,DEAD,186,158,136,347,310,313
g780,g780,-,2,6,0,4,2,14
g781,g781,NAM,0,0,0,0,0,0
g782,g782,RRM_1,0,0,0,0,0,0
g783,g783,-,60,54,47,85,32,133
g784,g784,-,164,243,414,116,76,89
g785,Fer2,DUF4005,935,454,632,360,194,505
g786,Nicastrin,Cu-oxidase,0,0,0,0,0,0
g787,Gal_mutarotas_2,dNK,0,0,2,7,0,0
g788,g788,AAA,2,9,12,0,0,2
g789,HATPase_c,Ank_2,2,2,5,5,0,23
g790,g790,WD40,0,0,0,0,0,0
g791,Xan_ur_permease,CBM_20,0,0,0,0,0,3
g792,FKBP_C,DFRP_C,22,28,46,3,6,45
g793,Ammonium_transp,Ketoacyl-synt_C,36,98,67,37,18,110
g794,UCR_14kD,DUF4378,1166,2100,1752,763,752,1932
g795,Methyltransf_29,N_BRCA1_IG,4,6,2,13,0,4
g796,Methyltransf_29,DUF641,916,732,760,1225,565,1413
g797,F-box,RNA_pol_L_2,212,341,281,158,147,207
g798,g798,DLH,1,2,0,0,0,0
g799,F-box,ADK,4,0,0,0,0,0
g800,HSP70,Flavokinase,0,0,0,0,0,0
g801,HSP70,LRR_4,0,0,0,0,0,0
g802,g802,MMR_HSR1,0,0,0,0,14,0
g803,NB-ARC,MMR_HSR1,0,0,0,0,0,0
g804,g804,DUF3535,0,0,0,0,0,0
g805,g805,DAO,56,66,58,24,48,59
g806,g806,DNA_ligase_A_C,3,435,286,474,183,384
g807,g807,TAXi_C,4,0,6,0,0,0
g808,Dus,CRAL_TRIO,22,44,61,28,143,93
g809,DUF674,-,133,144,138,397,324,356
g810,WD40,Alpha-amyl_C2,2,2,10,0,10,0
g811,g811,DUF498,0,0,1,0,0,0
g812,g812,F-box,36,16,32,5,0,1
g813,LSM,MULE,4,0,6,0,0,1
g814,Rad51,Ribosomal_S28e,929,931,1047,283,129,523
g815,Ecm29,DUF1681,62852,10056,17060,17509,18541,29839
g816,Chloroa_b-bind,Lipase_3,0,0,0,0,0,6
g817,Chloroa_b-bind,Methyltransf_11,0,0,0,0,2,0
g818,Chloroa_b-bind,Chitin_bind_1,0,0,0,0,0,0
g819,DUF543,NARP1,0,0,0,0,0,0
g820,g820,Arf,16,4,14,23,17,10
g821,g821,Arf,17,10,21,43,26,55
g822,zf-C3HC4,Arf,116,90,122,148,36,114
g823,Aconitase,FHA,0,0,0,0,0,0
g824,g824,peroxidase,0,0,0,0,0,0
g825,g825,Rdx,206,186,232,174,76,184
g826,g826,SIR2,4,2,3,122,51,43
g827,g827,U-box,78,119,119,45,32,36
g828,g828,DnaJ,0,0,0,0,0,0
g829,g829,FMN_red,1,5,1,1,4,0
g830,g830,-,2,33,8,30,21,10
g831,g831,TRAM_LAG1_CLN8,824,1636,1406,1086,521,806
g832,RVT_1,ACP_syn_III_C,40,142,96,91,34,55
g833,Chromo,PK,12,13,22,7,7,0
g834,g834,Cyclin_C,101,73,91,66,64,76
g835,g835,Patatin,8,32,33,18,1,11
g836,g836,EamA,2,4,6,9,3,6
g837,Exostosin,DTW,272,94,100,292,196,245
g838,g838,EAP30,59,71,62,75,22,46
g839,g839,Spatacsin_C,0,0,0,0,0,4
g840,g840,Histone,33,44,41,64,29,72
g841,g841,F-box,2,1,14,155,88,121
g842,g842,PLAT,0,0,5,1,2,1
g843,g843,-,4,2,0,0,0,0
g844,g844,S1-P1_nuclease,0,7,5,0,0,0
g845,g845,RRM_1,0,0,4,15,6,2
g846,g846,HSA,6,4,2,105,63,288
g847,Exostosin,HSA,0,1,5,94,66,175
g848,g848,HSA,0,0,0,2,0,0
g849,Exostosin,HSA,0,0,0,3,0,0
g850,g850,Ank,0,20,9,121,32,37
g851,g851,DUF4216,0,0,0,0,0,0
g852,g852,DUF4218,0,0,0,1,0,0
g853,g853,TIP41,0,0,0,10,0,0
g854,g854,LRRNT_2,4,0,0,2,0,0
g855,g855,DUF455,0,0,0,0,0,0
g856,g856,AAA,0,0,0,0,0,0
g857,g857,Porin_3,0,0,0,0,0,0
g858,g858,NYD-SP28,0,0,0,0,0,0
g859,g859,GlutR_N,0,0,0,0,0,0
g860,g860,-,0,0,0,0,0,0
g861,g861,Brix,0,0,0,0,0,0
g862,PPR,-,0,0,0,0,0,0
g863,CDP-OH_P_transf,DUF674,0,0,0,0,0,0
g864,g864,DUF674,0,0,0,0,0,0
g865,Myb_DNA-binding,-,0,0,0,0,0,0
g866,g866,Metallophos,0,0,0,0,0,0
g867,g867,AATase,0,0,0,0,0,0
g868,g868,Glyco_hydro_17,0,0,0,0,0,0
g869,DUF716,SET,0,0,0,0,0,0
g870,ABC2_membrane_3,ADIP,0,0,0,0,0,0
g871,RRM_1,-,0,0,0,0,0,0
g872,Cytochrom_B561,Histone,0,0,0,0,0,0
g873,g873,Histone,0,0,0,0,0,0
g874,CCT,Histone,0,0,0,0,0,0
g875,g875,Histone,0,0,0,0,0,0
g876,CBFD_NFYB_HMF,Myb_Cef,474,801,626,546,450,411
g877,RrnaAD,Myb_Cef,25,42,45,49,34,43
g878,VMA21,Myb_Cef,49,803,174,147,95,135
g879,g879,Dimerisation,10,1,12,9,16,27
g880,SMK-1,-,12,0,0,0,0,0
g881,Myb_CC_LHEQLE,p450,14,55,37,8,4,1
g882,DEAD,MULE,0,0,0,0,0,0
g883,Ribosomal_S24e,RVT_1,15,25,27,1,2,1
g884,E1_dh,RVT_1,0,8,1,5,0,6
g885,Ribosomal_L21e,Asp_protease_2,3,1,2,0,1,1
g886,CRS1_YhbY,N6_N4_Mtase,0,0,2,0,0,0
g887,g887,-,0,0,0,0,0,0
g888,g888,Retrotrans_gag,7,2,9,26,6,10
g889,g889,PNMA,140,180,196,129,97,82
g890,g890,RVT_1,0,0,0,6,4,0
g891,g891,HSP70,116,125,121,191,77,184
g892,Glyco_transf_34,LSM,867,651,762,355,224,690
g893,g893,HTH_3,143,128,143,240,161,215
g894,g894,Prok-RING_4,1,0,0,6,0,3
g895,N6_N4_Mtase,CorA,0,0,0,0,0,0
g896,N6_N4_Mtase,Ketoacyl-synt_C,6105,607,441,12842,10585,9989
g897,g897,adh_short,1,1,0,0,0,2
g898,g898,AMP-binding,627,888,693,922,868,771
g899,g899,PD40,0,0,0,0,0,0
g900,g900,DUF1336,0,0,0,0,0,0
g901,g901,DUF872,22,4,44,22,30,0
g902,g902,Ins134_P3_kin,0,0,0,0,0,0
g903,g903,-,14,0,4,8,0,4
g904,g904,F-box,0,0,0,0,0,0
g905,g905,His_Phos_1,0,0,0,0,0,0
g906,g906,HSP70,0,0,0,0,0,0
g907,g907,Linker_histone,0,0,0,0,0,0
g908,g908,HSP70,0,0,0,0,0,0
g909,g909,HSP70,0,0,0,0,0,0
g910,Asp_protease_2,Chromo,0,0,0,0,0,0
g911,g911,ATHILA,0,0,0,0,0,0
g912,PHD,ATHILA,0,0,0,0,0,0
g913,g913,Exostosin,0,0,0,0,0,0
g914,g914,Exostosin,0,0,0,0,0,0
g915,g915,NIF,26,30,18,83,83,28
g916,TamB,Asp_protease_2,0,0,0,0,0,0
g917,g917,DUF4219,0,0,0,0,0,0
g918,g918,Remorin_C,0,0,1,0,0,0
g919,g919,LRR_1,12,9,2,2,16,16
g920,g920,ABC_tran,0,0,0,0,0,0
g921,AAA,DUF4219,0,0,0,0,0,0
g922,g922,RVT_2,0,0,0,0,0,0
g923,g923,-,0,0,0,0,0,0
g924,g924,RALF,0,0,0,0,0,0
g925,g925,Galactosyl_T,0,0,0,0,0,0
g926,g926,WRKY,0,0,0,0,0,0
g927,g927,Med26,0,0,0,0,0,0
g928,g928,Pkinase,0,0,0,0,0,0
g929,g929,Exostosin,0,0,0,0,0,0
g930,g930,DUF1771,0,0,0,0,0,0
g931,DUF4216,DUF1771,0,0,0,0,0,0
g932,g932,Fe_bilin_red,0,0,0,0,0,0
g933,g933,PPR,0,0,0,0,0,0
g934,g934,Xan_ur_permease,0,0,0,0,0,0
g935,g935,HLH,0,0,0,0,0,0
g936,g936,F-box-like,0,0,0,0,0,0
g937,g937,RabGAP-TBC,0,0,0,0,0,0
g938,g938,UQ_con,0,0,0,0,0,0
g939,g939,UQ_con,0,0,0,0,0,0
g940,g940,CPSF_A,0,0,0,2,0,0
g941,g941,Rhodanese,0,0,0,0,0,0
g942,g942,zf-Dof,0,0,0,0,0,0
g943,g943,zf-Dof,0,0,0,0,0,0
g944,g944,zf-Dof,0,0,0,0,0,0
g945,g945,zf-Dof,0,0,0,0,0,0
g946,g946,zf-Dof,0,0,0,0,0,0
g947,DUF4218,zf-Dof,0,0,0,0,0,0
g948,DUF4216,zf-Dof,0,0,0,0,0,0
g949,DUF4216,AA_permease_2,0,0,0,0,0,0
g950,g950,Ribosomal_L21e,0,0,0,0,0,0
g951,Ras,CRAL_TRIO_2,0,0,0,0,0,0
g952,g952,C2,0,0,0,0,0,0
g953,g953,zf-C2H2_jaz,0,0,0,0,0,0
g954,Ras,-,0,0,0,0,0,0
g955,Proteasome,-,10,34,12,38,18,16
g956,Proteasome,zf-C2H2_jaz,0,0,0,0,0,0
g957,Ras,FMO-like,0,0,0,0,0,0
g958,g958,AP2,0,0,0,0,0,0
g959,g959,Ribosomal_S24e,0,0,0,0,0,0
g960,Spo12,-,56,89,115,27,16,77
g961,Str_synth,-,0,0,0,0,0,0
g962,g962,Methyltransf_3,0,2,0,0,0,0
g963,g963,-,61,20,39,16,47,26
g964,Pept_tRNA_hydro,Vasohibin,0,4,0,0,0,3
g965,g965,adh_short,0,0,0,0,0,0
g966,g966,EamA,48,44,82,6,5,14
g967,g967,AP2,6,16,0,6,16,2
g968,g968,AP2,207,308,480,140,33,94
g969,g969,F-box,1252,12173,3519,665,924,987
g970,g970,DIE2_ALG10,38,67,52,38,16,56
g971,Ribosomal_L1,O-FucT,0,0,0,0,0,0
g972,peroxidase,Methyltransf_7,103,124,153,64,34,158
g973,g973,Aldo_ket_red,4,20,16,64,8,88
g974,g974,Glyco_hydro_79n,0,0,0,0,0,0
g975,g975,Acetyltransf_1,0,2,4,16,0,6
g976,DUF4005,EamA,0,0,0,4,0,0
g977,g977,Aldo_ket_red,0,0,0,0,0,0
g978,g978,H_PPase,0,0,0,0,0,0
g979,g979,LRRNT_2,0,0,0,0,0,0
g980,Glyco_hydro_9,-,0,0,0,0,0,0
g981,Glyco_hydro_19,Mob1_phocein,0,0,0,0,0,0
g982,Calreticulin,GFO_IDH_MocA,0,0,0,2,0,0
g983,mTERF,SPC12,0,0,0,0,0,0
g984,zf-RING_11,TPR_8,0,0,0,0,0,0
g985,g985,Nitroreductase,0,0,0,4,0,0
g986,g986,Pkinase,0,0,0,0,0,0
g987,g987,Suf,0,0,0,0,0,0
g988,CBFD_NFYB_HMF,F-box,0,0,0,0,0,0
g989,Lipocalin_2,PNMA,0,1,0,0,0,0
g990,g990,G-patch,0,0,0,0,0,0
g991,Kinesin,F-box,0,0,0,0,0,0
g992,g992,rve,0,0,0,0,0,0
g993,MFS_5,FKS1_dom1,0,0,0,0,0,0
g994,g994,AAA_23,0,0,0,0,0,0
g995,PolyA_pol,-,0,0,0,0,0,0
g996,PGP_phosphatase,-,0,0,0,0,0,0
g997,DUF3754,GCV_T,0,0,0,0,0,0
g998,g998,eIF-1a,0,0,0,0,0,0
g999,Exostosin,Uso1_p115_C,0,0,0,0,0,0
g1000,g1000,Ribonuclease_T2,0,0,0,0,0,0
g1001,g1001,DUF1336,0,0,0,0,0,0
g1002,g1002,ETC_C1_NDUFA4,0,0,0,0,0,0
g1003,g1003,Myb_CC_LHEQLE,0,0,0,0,0,0
g1004,zf-RING_2,Myb_CC_LHEQLE,0,0,0,0,0,0
g1005,PP2C,Lipase_3,0,0,0,0,0,0
g1006,g1006,Aldo_ket_red,0,0,0,0,0,0
g1007,g1007,HTH_3,0,0,0,0,0,0
g1008,g1008,DIM1,0,0,0,0,0,0
g1009,Abi,Chitin_bind_1,19,14,24,4,0,4
g1010,UDPGP,Trehalose_PPase,0,0,0,0,0,0
g1011,g1011,Cpn60_TCP1,162,110,156,37,32,83
g1012,DNA_pol3_delta2,TMF_DNA_bd,0,0,0,0,0,0
g1013,g1013,Bestrophin,12,23,10,20,0,12
g1014,g1014,-,0,0,0,0,0,0
g1015,Myb_DNA-binding,Aldo_ket_red,0,0,0,0,0,0
g1016,Myb_DNA-bind_4,Maf,6,15,36,54,21,25
g1017,DAGAT,Aminotran_4,59,97,50,59,34,75
g1018,Plant_tran,Aminotran_4,2,0,2,3,2,0
g1019,g1019,WD40,0,0,0,0,0,0
g1020,Asp_protease,GGACT,42,37,11,9,2,5
g1021,AAA,Glutaredoxin,107,80,72,53,4,46
g1022,g1022,SPT_ssu-like,0,0,0,0,0,0
g1023,g1023,Methyltransf_16,0,0,0,0,0,0
g1024,RRM_1,Radical_SAM,0,0,0,0,0,0
g1025,TRAM_LAG1_CLN8,FKBP_C,0,0,0,0,0,0
g1026,Methyltransf_29,UPF0051,26,65,60,51,42,5
g1027,peroxidase,EamA,9,13,12,18,0,14
g1028,ABC2_membrane,JAB,0,2,0,6,18,0
g1029,DNA_gyraseB,Ifi-6-16,0,0,0,0,0,0
g1030,PHM7_cyt,-,0,0,0,0,0,0
g1031,g1031,DUF1995,0,0,0,0,0,0
g1032,Aminotran_4,F-box,0,0,0,0,0,0
g1033,AAA,OTU,0,0,0,0,0,0
g1034,g1034,DUF4149,0,0,0,0,0,0
g1035,ZF-HD_dimer,Lipoxygenase,0,0,0,0,0,0
g1036,g1036,Lipoxygenase,0,0,0,0,0,0
g1037,g1037,Topo_C_assoc,0,0,0,0,0,0
g1038,g1038,Topo_C_assoc,0,0,0,0,0,0
g1039,g1039,Topo_C_assoc,0,0,0,0,0,0
g1040,Ank_2,Abhydrolase_6,0,0,0,0,0,0
g1041,g1041,DUF4216,0,0,0,0,0,0
g1042,g1042,Retrotrans_gag,0,0,0,0,0,0
g1043,g1043,Exostosin,0,0,0,0,0,0
g1044,g1044,ATHILA,0,0,0,0,0,0
g1045,g1045,DUF4216,0,0,0,0,0,0
g1046,TPR_1,F-box,0,0,0,0,0,0
g1047,PSS,MOZ_SAS,0,0,0,0,0,0
g1048,g1048,TFIIA,0,0,0,0,0,0
g1049,Pyridoxal_deC,FAD_binding_6,0,0,0,0,0,0
g1050,g1050,Casc1_N,0,0,0,0,0,0
